FileName,bout_duration(ms),num_syllables,num_syllable_per_bout_duration(1/ms),largest_syllable_duration(ms),smallest_syllable_duration(ms),avg_syllable_duration(ms),stdev_syllable_duration(ms),largest_silence_duration(ms),smallest_silence_duration(ms),avg_silence_duration(ms),stdev_silence_duration(ms),syll_correlation_threshold,num_unique_syllables,num_syllables_per_num_unique,syllable_pattern,sequential_repetition,syllable_stereotypy,mean_syllable_stereotypy,stdev_syllable_stereotypy,avg_sylls_upper_freq(Hz),avg_sylls_lower_freq(Hz),max_sylls_freq(Hz),min_sylls_freq(Hz),overall_sylls_freq_range(Hz),largest_sylls_freq_range(Hz),smallest_sylls_freq_range(Hz),avg_sylls_freq_range(Hz),stdev_sylls_freq_range(Hz),,,,,,,,,,,,,,,,,,,,,,,,,,,,
/home/nilomr/projects/0.0_great-tit-song/test/processed/GRETI_HQ/2020-09-03_11-20-40/WAV/SegSyllsOutput_20200903_T140743/SegSyllsOutput_W71-GRETI_HQ-20200420_040000-74.gzip,1939.29166666667,8,0.004125217540769,195.708333333333,67.375,128.880208333333,60.217777878044,175,85.75,129.75,42.3363748360586,10.7,2,4,[0,1,0,1,0,1,0, 1],0,[43.13668885 56.92461897],50.0306539097084,9.74953889278011,4532.16374269006,3128.65497076023,5520.46783625731,2619.88304093567,2947.36842105263,2947.36842105263,514.619883040936,1450.29239766082,1215.86005453814,,,,,,,,,,,,,,,,,,,,,
/home/nilomr/projects/0.0_great-tit-song/test/processed/GRETI_HQ/2020-09-03_11-20-40/WAV/SegSyllsOutput_20200903_T140743/SegSyllsOutput_W71-GRETI_HQ-20200420_040000-32.gzip,1131.08333333333,8,0.007072865247182,78.75,43.75,62.1979166666667,13.7695883199172,182.583333333333,25.0833333333333,90.5,73.6465965306989,10.7,2,4,[0,1,0,1,0,1,0, 1],0,[36.75788761 91.33364631],64.0457669623274,38.5908890671962,5602.33918128655,4345.02923976608,6643.27485380117,3134.50292397661,3555.55555555556,3555.55555555556,654.970760233918,1304.09356725146,977.970425474131,,,,,,,,,,,,,,,,,,,,,
/home/nilomr/projects/0.0_great-tit-song/test/processed/GRETI_HQ/2020-09-03_11-20-40/WAV/SegSyllsOutput_20200903_T140743/SegSyllsOutput_W71-GRETI_HQ-20200420_080000-66.gzip,872.666666666667,6,0.006875477463713,92.1666666666667,49.5833333333333,66.6944444444444,17.2331976676371,230.416666666667,29.75,94.5,90.845856361507,10.7,2,3,[0,1,0,1,0, 1],0,[56.59510566 81.75619511],69.1756503887782,17.7915769735815,5380.11695906433,4499.02534113061,6643.27485380117,3649.12280701754,3040.93567251462,1263.15789473684,561.40350877193,927.875243664717,326.034099772579,,,,,,,,,,,,,,,,,,,,,,,
/home/nilomr/projects/0.0_great-tit-song/test/processed/GRETI_HQ/2020-09-03_11-20-40/WAV/SegSyllsOutput_20200903_T140743/SegSyllsOutput_MP58-GRETI_HQ-20200412_050000-113.gzip,2635.5,12,0.004553215708594,149.916666666667,75.5416666666667,111.465277777778,26.3525703692703,171.5,63.875,117.992424242424,39.251520751598,10.7,2,6,[0,1,0,1,0,1,0,1,0,1,0, 1],0,[79.34171258 84.18449824],81.763105412085,3.42436657745049,4787.52436647173,4276.80311890838,5567.2514619883,3695.90643274854,1918.12865497076,748.538011695907,374.269005847953,557.504873294347,155.110292641902,,,,,,,,,,,,,,,,,
/home/nilomr/projects/0.0_great-tit-song/test/processed/GRETI_HQ/2020-09-03_11-20-40/WAV/SegSyllsOutput_20200903_T140743/SegSyllsOutput_W71-GRETI_HQ-20200420_070000-25.gzip,2563.75,12,0.004680643588493,157.5,76.125,120.506944444444,28.2709754598454,155.458333333333,50.75,101.606060606061,42.0658311939798,10.7,2,6,[0,1,0,1,0,1,0,1,0,1,0, 1],0,[39.06790912 68.11986114],53.593885129841,20.5428322859708,4385.9649122807,3415.20467836257,5099.41520467836,2900.58479532164,2245.61403508772,1309.94152046784,748.538011695907,1017.54385964912,197.607019030318,,,,,,,,,,,,,,,,,
/home/nilomr/projects/0.0_great-tit-song/test/processed/GRETI_HQ/2020-09-03_11-20-40/WAV/SegSyllsOutput_20200903_T140743/SegSyllsOutput_W71-GRETI_HQ-20200420_080000-72.gzip,2958.08333333333,19,0.006423078006592,119.875,36.75,77.4912280701755,28.1397546309844,180.25,23.9166666666667,82.5416666666667,57.0977350517445,10.7,2,9.5,[0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1, 0],0,[69.09339566 40.71964609],54.9065208731224,20.0632707322354,5471.22191443521,4520.7756232687,6970.76023391813,3134.50292397661,3883.04093567251,3742.69005847953,467.836257309942,997.229916897507,760.312307702051,,,,,,,,,,
/home/nilomr/projects/0.0_great-tit-song/test/processed/GRETI_HQ/2020-09-03_11-20-40/WAV/SegSyllsOutput_20200903_T140743/SegSyllsOutput_W71-GRETI_HQ-20200419_040000-17.gzip,2020.08333333333,8,0.003960232663669,195.125,71.75,121.916666666667,50.7286832625839,193.958333333333,100.041666666667,149.25,34.0912107169597,10.7,2,4,[0,1,0,1,0,1,0, 1],0,[80.14279726 25.82124001],52.9820186352095,38.4111415019191,4894.73684210526,3122.80701754386,5660.81871345029,2666.66666666667,3040.93567251462,3040.93567251462,654.970760233918,1818.7134502924,1233.84091900326,,,,,,,,,,,,,,,,,,,,,
/home/nilomr/projects/0.0_great-tit-song/test/processed/GRETI_HQ/2020-09-03_11-20-40/WAV/SegSyllsOutput_20200903_T140743/SegSyllsOutput_MP58-GRETI_HQ-20200412_050000-107.gzip,3292.33333333333,15,0.004556039283183,196,43.75,105.486111111111,37.3645160571522,172.083333333333,39.9583333333333,122.145833333333,43.4019327268162,10.7,2,7.5,[0,1,0,1,0,1,0,1,0,1,0,1,0,1, 0],0,[63.39231661 59.90954452],61.650930564997,2.46269176864332,4968.42105263158,4322.80701754386,7953.21637426901,3649.12280701754,4350.87719298246,3181.2865497076,233.918128654971,692.397660818713,705.797320819503,,,,,,,,,,,,,,
/home/nilomr/projects/0.0_great-tit-song/test/processed/GRETI_HQ/2020-09-03_11-20-40/WAV/SegSyllsOutput_20200903_T140743/SegSyllsOutput_W71-GRETI_HQ-20200420_080000-31.gzip,1673,7,0.00418410041841,213.791666666667,80.2083333333333,153.375,46.4685900486674,140.583333333333,75.5416666666667,99.8958333333333,22.5673490480286,10.7,2,3.5,[0,1,0,1,0,1, 0],0,[43.94650753 42.47526787],43.2108877022646,1.04032354137636,4745.19632414369,3294.90392648287,5567.2514619883,2807.01754385965,2807.01754385965,2760.23391812866,374.269005847953,1497.07602339181,1143.72968722395,,,,,,,,,,,,,,,,,,,,,,
/home/nilomr/projects/0.0_great-tit-song/test/processed/GRETI_HQ/2020-09-03_11-20-40/WAV/SegSyllsOutput_20200903_T140743/SegSyllsOutput_MP58-GRETI_HQ-20200412_050000-165.gzip,637.875,3,0.004703115814227,114.333333333333,91.875,100.625,12.0221872432229,191.041666666667,144.958333333333,168,32.5858374996801,10.7,1,3,[0,0, 0],1,[46.31529959],46.3152995927865,,5520.46783625731,4148.14814814815,5988.30409356725,4116.95906432749,1918.12865497076,1918.12865497076,1029.23976608187,1419.10331384016,454.38759561274,,,,,,,,,,,,,,,,,,,,,,,,,,
/home/nilomr/projects/0.0_great-tit-song/test/processed/GRETI_HQ/2020-09-03_11-20-40/WAV/SegSyllsOutput_20200903_T140743/SegSyllsOutput_W71-GRETI_HQ-20200420_040000-92.gzip,1236.66666666667,5,0.004043126684636,197.458333333333,78.1666666666667,142.216666666667,55.3792746657087,170.916666666667,88.9583333333333,131.395833333333,44.5798609758894,10.7,2,2.5,[0,1,0,1, 0],0,[73.78491608 55.84545911],64.81518759183,12.685111674229,4126.31578947368,3078.36257309942,5567.2514619883,2713.45029239766,2900.58479532164,2807.01754385965,467.836257309942,1094.73684210526,969.900274349853,,,,,,,,,,,,,,,,,,,,,,,,
/home/nilomr/projects/0.0_great-tit-song/test/processed/GRETI_HQ/2020-09-03_11-20-40/WAV/SegSyllsOutput_20200903_T140743/SegSyllsOutput_MP58-GRETI_HQ-20200412_050000-68.gzip,4519.375,29,0.00641681648458,120.458333333333,24.5,76.4870689655173,23.8857339564421,143.791666666667,37.0416666666667,82.1875,28.9879167657084,10.7,3,9.66666666666667,[0,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1, 2],0,[69.84370571 52.42115183],61.1324287698673,12.3196059948153,4854.20447670901,4086.30772333132,5707.60233918129,3228.0701754386,2526.31578947368,1730.99415204678,280.701754385965,814.680379108691,306.402707942094
/home/nilomr/projects/0.0_great-tit-song/test/processed/GRETI_HQ/2020-09-03_11-20-40/WAV/SegSyllsOutput_20200903_T140743/SegSyllsOutput_W71-GRETI_HQ-20200421_080000-16.gzip,3038.58333333333,12,0.00394920878699,200.083333333333,37.9166666666667,144.690972222222,51.0849753132634,211.458333333333,75.5416666666667,118.390151515152,42.3699328039127,10.7,2,6,[0,1,0,1,0,1,0,1,0,1,0, 1],0,[52.16908753 59.80962577],55.9893566484236,5.40267639719056,3961.01364522417,3286.54970760234,4304.09356725146,2760.23391812866,1590.6432748538,935.672514619883,374.269005847953,721.247563352827,167.447518087086,,,,,,,,,,,,,,,,,
/home/nilomr/projects/0.0_great-tit-song/test/processed/GRETI_HQ/2020-09-03_11-20-40/WAV/SegSyllsOutput_20200903_T140743/SegSyllsOutput_W71-GRETI_HQ-20200420_080000-47.gzip,1404.375,9,0.006408544726302,93.9166666666667,58.9166666666667,77.3240740740741,15.7610986272617,137.666666666667,45.5,88.5572916666667,41.4521378327195,10.7,2,4.5,[0,1,0,1,0,1,0,1, 0],0,[56.7165279  55.53228869],56.1244082924645,0.837383578404161,4610.78622482131,3555.55555555556,5380.11695906433,3181.2865497076,2245.61403508772,1590.6432748538,374.269005847953,1102.01429499675,530.901973662353,,,,,,,,,,,,,,,,,,,,
/home/nilomr/projects/0.0_great-tit-song/test/processed/GRETI_HQ/2020-09-03_11-20-40/WAV/SegSyllsOutput_20200903_T140743/SegSyllsOutput_W71-GRETI_HQ-20200421_080000-44.gzip,1681.16666666667,8,0.004758600178448,172.666666666667,59.5,121.114583333333,34.7399191013259,138.25,25.9583333333333,101.75,36.372844215105,10.7,2,4,[0,1,0,1,1,0,1, 0],0.142857142857143,[76.29956015 23.99209992],50.145830033704,36.9869598372495,4076.02339181287,3385.9649122807,4959.06432748538,2994.15204678363,2011.69590643275,1918.12865497076,514.619883040936,736.842105263158,483.448764948552,,,,,,,,,,,,,,,,,,,,,
/home/nilomr/projects/0.0_great-tit-song/test/processed/GRETI_HQ/2020-09-03_11-20-40/WAV/SegSyllsOutput_20200903_T140743/SegSyllsOutput_W71-GRETI_HQ-20200419_050000-5.gzip,811.125,6,0.007397133610726,92.1666666666667,47.5416666666667,68.5902777777778,16.2449867623032,162.75,20.125,79.9166666666667,71.2308880312623,10.7,2,3,[0,1,0,1,0, 1],0,[16.41093288 59.45976264],37.9353477605652,30.4401194494158,5497.07602339181,3797.27095516569,6736.84210526316,2947.36842105263,3836.25730994152,3649.12280701754,514.619883040936,1746.58869395712,1368.34441064259,,,,,,,,,,,,,,,,,,,,,,,
/home/nilomr/projects/0.0_great-tit-song/test/processed/GRETI_HQ/2020-09-03_11-20-40/WAV/SegSyllsOutput_20200903_T140743/SegSyllsOutput_MP58-GRETI_HQ-20200412_050000-73.gzip,1775.95833333333,12,0.006756915280482,125.708333333333,51.0416666666667,84.5104166666667,23.0643528039516,113.458333333333,18.6666666666667,69.2575757575758,34.4204639661708,10.7,2,6,[0,1,0,1,0,1,0,1,0,1,0, 1],0,[52.97140069 68.0770934 ],60.5242470435768,10.6813377498583,5001.94931773879,3988.30409356725,5660.81871345029,3134.50292397661,2573.09941520468,1824.56140350877,561.40350877193,1060.42884990253,436.292608125497,,,,,,,,,,,,,,,,,
/home/nilomr/projects/0.0_great-tit-song/test/processed/GRETI_HQ/2020-09-03_11-20-40/WAV/SegSyllsOutput_20200903_T140743/SegSyllsOutput_MP58-GRETI_HQ-20200410_060000-22.gzip,1099.29166666667,6,0.005458060114468,216.125,17.7916666666667,98.8263888888889,82.8449204532626,129.791666666667,86.3333333333333,101.266666666667,16.6178347132097,10.7,2,3,[0,1,0,1,0, 1],0,[21.63582311 54.58551575],38.1106694298067,23.2989511016347,7220.27290448343,4226.1208576998,8608.18713450293,2526.31578947368,6128.65497076023,5988.30409356725,1730.99415204678,3040.93567251462,1638.09510175547,,,,,,,,,,,,,,,,,,,,,,,
/home/nilomr/projects/0.0_great-tit-song/test/processed/GRETI_HQ/2020-09-03_11-20-40/WAV/SegSyllsOutput_20200903_T140743/SegSyllsOutput_W71-GRETI_HQ-20200420_070000-42.gzip,731.5,4,0.005468215994532,102.666666666667,68.25,85.09375,15.4084953945567,165.375,98.875,130.375,33.3878720495931,10.7,2,2,[0,1,0, 1],0,[54.52425373 69.60431655],62.0642851390529,10.6632146775021,4771.9298245614,3719.29824561403,5520.46783625731,3228.0701754386,2339.18128654971,2339.18128654971,561.40350877193,1099.41520467836,839.067512035219,,,,,,,,,,,,,,,,,,,,,,,,,
/home/nilomr/projects/0.0_great-tit-song/test/processed/GRETI_HQ/2020-09-03_11-20-40/WAV/SegSyllsOutput_20200903_T140743/SegSyllsOutput_MP58-GRETI_HQ-20200412_040000-53.gzip,399,3,0.007518796992481,96.25,51.0416666666667,74.9583333333333,22.7181935779332,113.75,60.375,87.0625,37.741824445832,10.7,2,1.5,[0,1, 0],0,[16.97944593],16.9794459338695,,5239.76608187135,3961.01364522417,5988.30409356725,3274.85380116959,2760.23391812866,2760.23391812866,561.40350877193,1325.53606237817,1243.36525631362,,,,,,,,,,,,,,,,,,,,,,,,,,
/home/nilomr/projects/0.0_great-tit-song/test/processed/GRETI_HQ/2020-09-03_11-20-40/WAV/SegSyllsOutput_20200903_T140743/SegSyllsOutput_MP58-GRETI_HQ-20200410_050000-18.gzip,405.416666666667,2,0.004933196300103,140.875,117.833333333333,129.354166666667,16.29291874984,146.708333333333,146.708333333333,146.708333333333,,10.7,1,2,[0, 0],1,[58.52974186],58.5297418630752,,7508.77192982456,3929.82456140351,7625.73099415205,3883.04093567251,3789.47368421053,3695.90643274854,3555.55555555556,3625.73099415205,99.2430570086382,,,,,,,,,,,,,,,,,,,,,,,,,,,
/home/nilomr/projects/0.0_great-tit-song/test/processed/GRETI_HQ/2020-09-03_11-20-40/WAV/SegSyllsOutput_20200903_T140743/SegSyllsOutput_W71-GRETI_HQ-20200419_060000-9.gzip,1528.91666666667,8,0.005232463072982,185.791666666667,35.2916666666667,113.3125,64.7402395045856,165.958333333333,21.5833333333333,88.9166666666667,64.5632630104424,10.7,2,4,[0,1,0,1,0,1,0, 1],0,[65.90522791 57.2331024 ],61.5691651559506,6.13211875661558,4222.22222222222,3777.77777777778,4818.7134502924,3368.42105263158,1497.07602339181,795.321637426901,233.918128654971,491.228070175439,233.248833638966,,,,,,,,,,,,,,,,,,,,,
/home/nilomr/projects/0.0_great-tit-song/test/processed/GRETI_HQ/2020-09-03_11-20-40/WAV/SegSyllsOutput_20200903_T140743/SegSyllsOutput_MP58-GRETI_HQ-20200410_040000-25.gzip,707.583333333333,4,0.005653044399953,98.5833333333333,81.9583333333333,89.46875,7.51713898183493,182.583333333333,79.625,116.569444444444,57.3051398299134,10.7,2,2,[0,1,0, 1],0,[85.05976096 57.67284992],71.3663054359291,19.3654705124849,4619.88304093567,3497.07602339181,5005.84795321637,3181.2865497076,1871.34502923977,1871.34502923977,467.836257309942,1169.59064327485,758.221959057667,,,,,,,,,,,,,,,,,,,,,,,,,
/home/nilomr/projects/0.0_great-tit-song/test/processed/GRETI_HQ/2020-09-03_11-20-40/WAV/SegSyllsOutput_20200903_T140743/SegSyllsOutput_W71-GRETI_HQ-20200420_040000-48.gzip,985.833333333333,5,0.005071851225697,91.875,89.25,90.3583333333333,1.15567741077594,208.833333333333,79.625,133.510416666667,63.4933502551281,10.7,2,2.5,[0,1,0,1, 0],0,[85.7590878  68.78638603],77.2727369119179,12.0015125154255,5015.20467836257,3405.84795321637,5333.33333333333,2947.36842105263,2432.7485380117,2385.9649122807,982.456140350877,1656.14035087719,497.976480588919,,,,,,,,,,,,,,,,,,,,,,,,
/home/nilomr/projects/0.0_great-tit-song/test/processed/GRETI_HQ/2020-09-03_11-20-40/WAV/SegSyllsOutput_20200903_T140743/SegSyllsOutput_MP58-GRETI_HQ-20200412_050000-53.gzip,643.416666666667,3,0.004662608470405,135.041666666667,120.166666666667,126.388888888889,7.72962524845038,138.25,126,132.125,8.6620580695352,10.7,1,3,[0,0, 0],1,[65.71815266],65.7181526595843,,5286.54970760234,4179.33723196881,5333.33333333333,4163.74269005848,1216.37426900585,1216.37426900585,1029.23976608187,1153.99610136452,108.042155637825,,,,,,,,,,,,,,,,,,,,,,,,,,
/home/nilomr/projects/0.0_great-tit-song/test/processed/GRETI_HQ/2020-09-03_11-20-40/WAV/SegSyllsOutput_20200903_T140743/SegSyllsOutput_MP58-GRETI_HQ-20200412_050000-116.gzip,1929.08333333333,9,0.004665428312238,170.625,76.7083333333333,114.138888888889,40.1372969215251,170.333333333333,42,112.729166666667,57.093490580509,10.7,2,4.5,[0,1,0,1,0,1,0,1, 0],0,[60.1571007  74.96515129],67.5611259934481,10.4708729883396,4927.87524366472,4350.87719298246,5614.0350877193,3649.12280701754,2011.69590643275,842.105263157895,421.052631578947,623.781676413255,182.695898851618,,,,,,,,,,,,,,,,,,,,
/home/nilomr/projects/0.0_great-tit-song/test/processed/GRETI_HQ/2020-09-03_11-20-40/WAV/SegSyllsOutput_20200903_T140743/SegSyllsOutput_W71-GRETI_HQ-20200420_040000-98.gzip,2594.95833333333,10,0.003853626423032,206.5,49,140.554166666667,65.9273416053004,206.208333333333,87.7916666666667,132.157407407407,41.3224467863472,10.7,2,5,[0,1,0,1,0,1,0,1,0, 1],0,[60.06528881 67.65085272],63.8580707643671,5.36380367796764,4837.4269005848,3157.89473684211,5754.38596491228,2573.09941520468,3228.0701754386,3134.50292397661,374.269005847953,1726.31578947368,1328.82518196993,,,,,,,,,,,,,,,,,,,
/home/nilomr/projects/0.0_great-tit-song/test/processed/GRETI_HQ/2020-09-03_11-20-40/WAV/SegSyllsOutput_20200903_T140743/SegSyllsOutput_W71-GRETI_HQ-20200420_050000-14.gzip,2332.16666666667,9,0.00385907239334,202.708333333333,69.4166666666667,148.652777777778,59.4418884932073,178.791666666667,87.2083333333334,124.286458333333,31.1521837171525,10.7,2,4.5,[0,1,0,1,0,1,0,1, 0],0,[55.37472719 86.01906137],70.6968942794565,21.6688165083044,4875.89343729695,3040.93567251462,5614.0350877193,2526.31578947368,3134.50292397661,2994.15204678363,608.187134502924,1881.74139051332,1209.10508490309,,,,,,,,,,,,,,,,,,,,
,,242,,216.125,17.7916666666667,,,,18.6666666666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
